Job ID,Job Title,Country,Job Description,Skills Required,Experience Required,Age Required,Salary,Working Hours,Facilities,Looking gender,No. of job seekers required,Available Quantity
85,Excavator & Loader Operator,Romania,"This is a job for a Excavator & Loader Operator in Romania. As a Excavator & Loader Operator, you will be responsible for earthmoving, ensuring efficiency and quality in your role. Your key duties will include equipment maintenance, site coordination, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Earthmoving, Equipment maintenance, Site coordination skills and the ability to work in a fast-paced, professional setting. Prior experience in excavator & loader operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Earthmoving Operations, Machine Handling, Construction Site Coordination, Safety Standards, Material Transportation",Experienced,32-47,"Rs. 261,965.00",10 hours,"Accommodation, Food, Medical","male, female",63,11
86,Excavator & Loader Operator,Kuwait,"This is a job for a Excavator & Loader Operator in Kuwait. As a Excavator & Loader Operator, you will be responsible for earthmoving, ensuring efficiency and quality in your role. Your key duties will include equipment maintenance, site coordination, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Earthmoving, Equipment maintenance, Site coordination skills and the ability to work in a fast-paced, professional setting. Prior experience in excavator & loader operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Earthmoving Operations, Machine Handling, Construction Site Coordination, Safety Standards, Material Transportation","1st time, Experienced",38-49,"Rs. 219,406.00",11 hours,"Accommodation, Food, Transport","male, female",137,128
87,Flower Decorator (Flower Shops),Romania,"This is a job for a Flower Decorator (Flower Shops) in Romania. As a Flower Decorator (Flower Shops), you will be responsible for floral arrangements, ensuring efficiency and quality in your role. Your key duties will include event decoration, customer service, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Floral arrangements, Event decoration, Customer service skills and the ability to work in a fast-paced, professional setting. Prior experience in flower decorator (flower shops) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Floral Arrangement, Event Decoration, Customer Service, Color Coordination, Creativity",1st time,32-45,"Rs. 225,656.00",10 hours,"Accommodation, Medical, Meal Allowance","male, female",134,64
88,Flower Decorator (Flower Shops),Lebanon,"This is a job for a Flower Decorator (Flower Shops) in Lebanon. As a Flower Decorator (Flower Shops), you will be responsible for floral arrangements, ensuring efficiency and quality in your role. Your key duties will include event decoration, customer service, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Floral arrangements, Event decoration, Customer service skills and the ability to work in a fast-paced, professional setting. Prior experience in flower decorator (flower shops) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Floral Arrangement, Event Decoration, Customer Service, Color Coordination, Creativity",Experienced,30-51,"Rs. 200,594.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",53,33
89,Gardener,Qatar,"This is a job for a Gardener in Qatar. As a Gardener, you will be responsible for plant care, ensuring efficiency and quality in your role. Your key duties will include landscaping, pest control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Plant care, Landscaping, Pest control skills and the ability to work in a fast-paced, professional setting. Prior experience in gardener is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Plant Maintenance, Soil Treatment, Pest Control, Landscaping, Irrigation Systems",Experienced,29-59,"Rs. 257,986.00",8 hours,"Accommodation, Medical, Meal Allowance","male, female",135,94
90,Gardener,Oman,"This is a job for a Gardener in Oman. As a Gardener, you will be responsible for plant care, ensuring efficiency and quality in your role. Your key duties will include landscaping, pest control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Plant care, Landscaping, Pest control skills and the ability to work in a fast-paced, professional setting. Prior experience in gardener is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Plant Maintenance, Soil Treatment, Pest Control, Landscaping, Irrigation Systems",Experienced,25-48,"Rs. 233,161.00",11 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",103,76
91,General Cleaner,Dubai,"This is a job for a General Cleaner in Dubai. As a General Cleaner, you will be responsible for sanitation, ensuring efficiency and quality in your role. Your key duties will include chemical handling, waste disposal, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Sanitation, Chemical handling, Waste disposal skills and the ability to work in a fast-paced, professional setting. Prior experience in general cleaner is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Facility Maintenance, Sanitation, Cleaning Equipment Usage, Waste Management, Hygiene Compliance","1st time, Experienced",37-57,"Rs. 196,306.00",10 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",167,23
92,General Cleaner,Qatar,"This is a job for a General Cleaner in Qatar. As a General Cleaner, you will be responsible for sanitation, ensuring efficiency and quality in your role. Your key duties will include chemical handling, waste disposal, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Sanitation, Chemical handling, Waste disposal skills and the ability to work in a fast-paced, professional setting. Prior experience in general cleaner is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Facility Maintenance, Sanitation, Cleaning Equipment Usage, Waste Management, Hygiene Compliance",Experienced,26-59,"Rs. 226,786.00",12 hours,"Accommodation, Food, Transport","male, female",15,7
93,General Factory Worker,Kuwait,"This is a job for a General Factory Worker in Kuwait. As a General Factory Worker, you will be responsible for assembly line work, ensuring efficiency and quality in your role. Your key duties will include equipment handling, quality control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Assembly line work, Equipment handling, Quality control skills and the ability to work in a fast-paced, professional setting. Prior experience in general factory worker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Assembly Line Operations, Material Handling, Machine Operation, Safety Awareness, Production Workflow",Experienced,23-60,"Rs. 268,684.00",10 hours,"Accommodation, Food, Transport","male, female",187,31
94,General Factory Worker,Jordan,"This is a job for a General Factory Worker in Jordan. As a General Factory Worker, you will be responsible for assembly line work, ensuring efficiency and quality in your role. Your key duties will include equipment handling, quality control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Assembly line work, Equipment handling, Quality control skills and the ability to work in a fast-paced, professional setting. Prior experience in general factory worker is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Jordan, this role is for you.","Assembly Line Operations, Material Handling, Machine Operation, Safety Awareness, Production Workflow",Experienced,29-44,"Rs. 154,435.00",11 hours,"Accommodation, Food, Medical","male, female",83,20
95,General Helper,Qatar,"This is a job for a General Helper in Qatar. As a General Helper, you will be responsible for assisting tasks, ensuring efficiency and quality in your role. Your key duties will include manual labor, warehouse duties, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Assisting tasks, Manual labor, Warehouse duties skills and the ability to work in a fast-paced, professional setting. Prior experience in general helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Basic Labor, Manual Work, Equipment Handling, Warehouse Assistance, Logistics Support","1st time, Experienced",37-49,"Rs. 247,994.00",10 hours,"Accommodation, Medical","male, female",187,138
96,General Helper,Singapore,"This is a job for a General Helper in Singapore. As a General Helper, you will be responsible for assisting tasks, ensuring efficiency and quality in your role. Your key duties will include manual labor, warehouse duties, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Assisting tasks, Manual labor, Warehouse duties skills and the ability to work in a fast-paced, professional setting. Prior experience in general helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Singapore, this role is for you.","Basic Labor, Manual Work, Equipment Handling, Warehouse Assistance, Logistics Support",Experienced,35-41,"Rs. 283,608.00",10 hours,"Accommodation, Medical","male, female",51,27
97,Head Waiter,Kuwait,"This is a job for a Head Waiter in Kuwait. As a Head Waiter, you will be responsible for order management, ensuring efficiency and quality in your role. Your key duties will include team coordination, fine dining service, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Order management, Team coordination, Fine dining service skills and the ability to work in a fast-paced, professional setting. Prior experience in head waiter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Fine Dining Service, Customer Interaction, Table Management, Order Coordination, Staff Supervision","1st time, Experienced",39-50,"Rs. 295,500.00",10 hours,"Accommodation, Food, Transport","male, female",151,38
98,Head Waiter,Oman,"This is a job for a Head Waiter in Oman. As a Head Waiter, you will be responsible for order management, ensuring efficiency and quality in your role. Your key duties will include team coordination, fine dining service, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Order management, Team coordination, Fine dining service skills and the ability to work in a fast-paced, professional setting. Prior experience in head waiter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Fine Dining Service, Customer Interaction, Table Management, Order Coordination, Staff Supervision","1st time, Experienced",30-44,"Rs. 151,095.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",177,120
99,Helper,Dubai,"This is a job for a Helper in Dubai. As a Helper, you will be responsible for lifting & carrying, ensuring efficiency and quality in your role. Your key duties will include material organization, basic mechanical work, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Lifting & carrying, Material organization, Basic mechanical work skills and the ability to work in a fast-paced, professional setting. Prior experience in helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","General Assistance, Lifting & Carrying, Workplace Support, Task Delegation, Basic Maintenance",Experienced,37-47,"Rs. 278,302.00",10 hours,"Accommodation, Medical, Meal Allowance","male, female",55,48
100,Helper,Qatar,"This is a job for a Helper in Qatar. As a Helper, you will be responsible for lifting & carrying, ensuring efficiency and quality in your role. Your key duties will include material organization, basic mechanical work, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Lifting & carrying, Material organization, Basic mechanical work skills and the ability to work in a fast-paced, professional setting. Prior experience in helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","General Assistance, Lifting & Carrying, Workplace Support, Task Delegation, Basic Maintenance",Experienced,39-56,"Rs. 258,731.00",9 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",182,10
101,House Boy,Dubai,"This is a job for a House Boy in Dubai. As a House Boy, you will be responsible for household cleaning, ensuring efficiency and quality in your role. Your key duties will include basic maintenance, errand running, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Household cleaning, Basic maintenance, Errand running skills and the ability to work in a fast-paced, professional setting. Prior experience in house boy is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Household Chores, Cleaning, Laundry Assistance, Cooking Assistance, Errand Running",1st time,31-50,"Rs. 251,330.00",10 hours,"Accommodation, Food, Medical",male,170,118
102,House Boy,Oman,"This is a job for a House Boy in Oman. As a House Boy, you will be responsible for household cleaning, ensuring efficiency and quality in your role. Your key duties will include basic maintenance, errand running, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Household cleaning, Basic maintenance, Errand running skills and the ability to work in a fast-paced, professional setting. Prior experience in house boy is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Household Chores, Cleaning, Laundry Assistance, Cooking Assistance, Errand Running",1st time,23-48,"Rs. 277,906.00",8 hours,"Accommodation, Food, Transport",male,120,29
103,House Cook,Kuwait,"This is a job for a House Cook in Kuwait. As a House Cook, you will be responsible for cooking, ensuring efficiency and quality in your role. Your key duties will include kitchen organization, menu planning, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Cooking, Kitchen organization, Menu planning skills and the ability to work in a fast-paced, professional setting. Prior experience in house cook is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Meal Preparation, Food Safety, Cooking Techniques, Nutrition Planning, Kitchen Organization",Experienced,32-55,"Rs. 154,277.00",11 hours,"Accommodation, Food, Transport","male, female",177,105
104,House Cook,Oman,"This is a job for a House Cook in Oman. As a House Cook, you will be responsible for cooking, ensuring efficiency and quality in your role. Your key duties will include kitchen organization, menu planning, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Cooking, Kitchen organization, Menu planning skills and the ability to work in a fast-paced, professional setting. Prior experience in house cook is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Oman, this role is for you.","Meal Preparation, Food Safety, Cooking Techniques, Nutrition Planning, Kitchen Organization","1st time, Experienced",22-43,"Rs. 170,562.00",9 hours,"Accommodation, Food, Transport","male, female",182,124
105,House Driver,Romania,"This is a job for a House Driver in Romania. As a House Driver, you will be responsible for family transport, ensuring efficiency and quality in your role. Your key duties will include vehicle maintenance, route planning, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Family transport, Vehicle maintenance, Route planning skills and the ability to work in a fast-paced, professional setting. Prior experience in house driver is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Private Transport, Vehicle Maintenance, Route Planning, Household Errands, Car Cleaning","1st time, Experienced",31-42,"Rs. 224,028.00",10 hours,"Accommodation, Food, Medical",male,35,33
106,House Driver,Qatar,"This is a job for a House Driver in Qatar. As a House Driver, you will be responsible for family transport, ensuring efficiency and quality in your role. Your key duties will include vehicle maintenance, route planning, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Family transport, Vehicle maintenance, Route planning skills and the ability to work in a fast-paced, professional setting. Prior experience in house driver is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Private Transport, Vehicle Maintenance, Route Planning, Household Errands, Car Cleaning",1st time,39-53,"Rs. 246,206.00",11 hours,"Accommodation, Medical, Transport, Meal Allowance",male,195,103
107,House Keeper (Hotel),Qatar,"This is a job for a House Keeper (Hotel) in Qatar. As a House Keeper (Hotel), you will be responsible for room maintenance, ensuring efficiency and quality in your role. Your key duties will include guest assistance, inventory control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Room maintenance, Guest assistance, Inventory control skills and the ability to work in a fast-paced, professional setting. Prior experience in house keeper (hotel) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Hotel Room Maintenance, Guest Interaction, Housekeeping, Laundry Handling, Room Setup",Experienced,39-60,"Rs. 294,465.00",8 hours,"Accommodation, Food, Transport","male, female",89,66
108,House Keeper (Hotel),Kuwait,"This is a job for a House Keeper (Hotel) in Kuwait. As a House Keeper (Hotel), you will be responsible for room maintenance, ensuring efficiency and quality in your role. Your key duties will include guest assistance, inventory control, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Room maintenance, Guest assistance, Inventory control skills and the ability to work in a fast-paced, professional setting. Prior experience in house keeper (hotel) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Hotel Room Maintenance, Guest Interaction, Housekeeping, Laundry Handling, Room Setup","1st time, Experienced",28-56,"Rs. 225,999.00",10 hours,"Accommodation, Medical","male, female",166,20
109,House Maid,Dubai,"This is a job for a House Maid in Dubai. As a House Maid, you will be responsible for house cleaning, ensuring efficiency and quality in your role. Your key duties will include laundry service, cooking assistance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong House cleaning, Laundry service, Cooking assistance skills and the ability to work in a fast-paced, professional setting. Prior experience in house maid is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Home Cleaning, Laundry Work, Household Organization, Cooking Assistance, Sanitation",Experienced,38-56,"Rs. 187,634.00",11 hours,"Accommodation, Food, Transport",female,123,89
110,House Maid,Malaysia,"This is a job for a House Maid in Malaysia. As a House Maid, you will be responsible for house cleaning, ensuring efficiency and quality in your role. Your key duties will include laundry service, cooking assistance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong House cleaning, Laundry service, Cooking assistance skills and the ability to work in a fast-paced, professional setting. Prior experience in house maid is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Malaysia, this role is for you.","Home Cleaning, Laundry Work, Household Organization, Cooking Assistance, Sanitation",1st time,40-57,"Rs. 220,874.00",10 hours,"Accommodation, Food, Transport",female,187,54
111,House Nurse,Lebanon,"This is a job for a House Nurse in Lebanon. As a House Nurse, you will be responsible for medical care, ensuring efficiency and quality in your role. Your key duties will include patient assistance, health monitoring, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Medical care, Patient assistance, Health monitoring skills and the ability to work in a fast-paced, professional setting. Prior experience in house nurse is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Patient Monitoring, Elderly Care, Medication Assistance, Health Assessment, Emergency Response","1st time, Experienced",25-59,"Rs. 263,226.00",8 hours,"Accommodation, Medical, Meal Allowance",female,198,64
112,House Nurse,Bahrain,"This is a job for a House Nurse in Bahrain. As a House Nurse, you will be responsible for medical care, ensuring efficiency and quality in your role. Your key duties will include patient assistance, health monitoring, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Medical care, Patient assistance, Health monitoring skills and the ability to work in a fast-paced, professional setting. Prior experience in house nurse is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Patient Monitoring, Elderly Care, Medication Assistance, Health Assessment, Emergency Response","1st time, Experienced",38-44,"Rs. 226,325.00",11 hours,"Accommodation, Food, Transport",female,34,8
113,Housekeeper,Romania,"This is a job for a Housekeeper in Romania. As a Housekeeper, you will be responsible for cleaning techniques, ensuring efficiency and quality in your role. Your key duties will include guest service, laundry operations, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Cleaning techniques, Guest service, Laundry operations skills and the ability to work in a fast-paced, professional setting. Prior experience in housekeeper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Domestic Cleaning, Household Management, Laundry Services, Cooking Assistance, Errands",1st time,29-56,"Rs. 254,528.00",11 hours,"Accommodation, Medical","male, female",199,23
114,Housekeeper,Saudi Arabia,"This is a job for a Housekeeper in Saudi Arabia. As a Housekeeper, you will be responsible for cleaning techniques, ensuring efficiency and quality in your role. Your key duties will include guest service, laundry operations, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Cleaning techniques, Guest service, Laundry operations skills and the ability to work in a fast-paced, professional setting. Prior experience in housekeeper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Saudi Arabia, this role is for you.","Domestic Cleaning, Household Management, Laundry Services, Cooking Assistance, Errands","1st time, Experienced",33-46,"Rs. 195,690.00",11 hours,"Accommodation, Food, Medical","male, female",190,13
115,Housekeeping Assistant,Qatar,"This is a job for a Housekeeping Assistant in Qatar. As a Housekeeping Assistant, you will be responsible for guest service, ensuring efficiency and quality in your role. Your key duties will include cleaning, room preparation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Guest service, Cleaning, Room preparation skills and the ability to work in a fast-paced, professional setting. Prior experience in housekeeping assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Room Cleaning, Sanitation, Laundry Work, Guest Services, Inventory Handling","1st time, Experienced",33-52,"Rs. 291,434.00",8 hours,"Accommodation, Food, Medical","male, female",27,3
116,Housekeeping Assistant,Bahrain,"This is a job for a Housekeeping Assistant in Bahrain. As a Housekeeping Assistant, you will be responsible for guest service, ensuring efficiency and quality in your role. Your key duties will include cleaning, room preparation, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Guest service, Cleaning, Room preparation skills and the ability to work in a fast-paced, professional setting. Prior experience in housekeeping assistant is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Bahrain, this role is for you.","Room Cleaning, Sanitation, Laundry Work, Guest Services, Inventory Handling",1st time,27-58,"Rs. 266,694.00",9 hours,"Accommodation, Medical, Transport, Meal Allowance","male, female",50,40
117,Industrial Painter,Lebanon,"This is a job for a Industrial Painter in Lebanon. As a Industrial Painter, you will be responsible for surface preparation, ensuring efficiency and quality in your role. Your key duties will include spray painting, protective coatings, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Surface preparation, Spray painting, Protective coatings skills and the ability to work in a fast-paced, professional setting. Prior experience in industrial painter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Lebanon, this role is for you.","Spray Painting, Surface Preparation, Protective Coating, Rust Prevention, Industrial Finishing","1st time, Experienced",27-53,"Rs. 298,682.00",10 hours,"Accommodation, Medical",male,60,58
118,Industrial Painter,Dubai,"This is a job for a Industrial Painter in Dubai. As a Industrial Painter, you will be responsible for surface preparation, ensuring efficiency and quality in your role. Your key duties will include spray painting, protective coatings, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Surface preparation, Spray painting, Protective coatings skills and the ability to work in a fast-paced, professional setting. Prior experience in industrial painter is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Spray Painting, Surface Preparation, Protective Coating, Rust Prevention, Industrial Finishing",Experienced,29-55,"Rs. 180,563.00",10 hours,"Accommodation, Medical, Transport, Meal Allowance",male,145,18
119,Juki Machine Operator,Kuwait,"This is a job for a Juki Machine Operator in Kuwait. As a Juki Machine Operator, you will be responsible for sewing machine operation, ensuring efficiency and quality in your role. Your key duties will include fabric handling, quality assurance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Sewing machine operation, Fabric handling, Quality assurance skills and the ability to work in a fast-paced, professional setting. Prior experience in juki machine operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Sewing Machine Operation, Textile Handling, Garment Stitching, Threading, Pattern Sewing","1st time, Experienced",39-41,"Rs. 234,431.00",10 hours,"Accommodation, Medical, Meal Allowance",male,20,5
120,Juki Machine Operator,Qatar,"This is a job for a Juki Machine Operator in Qatar. As a Juki Machine Operator, you will be responsible for sewing machine operation, ensuring efficiency and quality in your role. Your key duties will include fabric handling, quality assurance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Sewing machine operation, Fabric handling, Quality assurance skills and the ability to work in a fast-paced, professional setting. Prior experience in juki machine operator is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Sewing Machine Operation, Textile Handling, Garment Stitching, Threading, Pattern Sewing","1st time, Experienced",39-42,"Rs. 254,017.00",8 hours,"Accommodation, Medical, Transport, Meal Allowance",male,94,68
121,Juki Machine Technician,Qatar,"This is a job for a Juki Machine Technician in Qatar. As a Juki Machine Technician, you will be responsible for machine maintenance, ensuring efficiency and quality in your role. Your key duties will include needle adjustments, threading procedures, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Machine maintenance, Needle adjustments, Threading procedures skills and the ability to work in a fast-paced, professional setting. Prior experience in juki machine technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Machine Maintenance, Needle Adjustments, Threading, Industrial Repair, Equipment Calibration",Experienced,38-44,"Rs. 189,572.00",11 hours,"Accommodation, Medical, Meal Allowance",male,131,2
122,Juki Machine Technician,Romania,"This is a job for a Juki Machine Technician in Romania. As a Juki Machine Technician, you will be responsible for machine maintenance, ensuring efficiency and quality in your role. Your key duties will include needle adjustments, threading procedures, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Machine maintenance, Needle adjustments, Threading procedures skills and the ability to work in a fast-paced, professional setting. Prior experience in juki machine technician is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Romania, this role is for you.","Machine Maintenance, Needle Adjustments, Threading, Industrial Repair, Equipment Calibration",Experienced,28-41,"Rs. 211,796.00",12 hours,"Accommodation, Medical, Transport, Meal Allowance",male,78,59
123,Kitchen Helper,Malaysia,"This is a job for a Kitchen Helper in Malaysia. As a Kitchen Helper, you will be responsible for dishwashing, ensuring efficiency and quality in your role. Your key duties will include ingredient prep, hygiene maintenance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dishwashing, Ingredient prep, Hygiene maintenance skills and the ability to work in a fast-paced, professional setting. Prior experience in kitchen helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Malaysia, this role is for you.","Food Preparation, Ingredient Handling, Dish Cleaning, Workstation Setup, Basic Cooking",1st time,34-43,"Rs. 189,861.00",8 hours,"Accommodation, Medical","male, female",115,104
124,Kitchen Helper,Kuwait,"This is a job for a Kitchen Helper in Kuwait. As a Kitchen Helper, you will be responsible for dishwashing, ensuring efficiency and quality in your role. Your key duties will include ingredient prep, hygiene maintenance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Dishwashing, Ingredient prep, Hygiene maintenance skills and the ability to work in a fast-paced, professional setting. Prior experience in kitchen helper is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Food Preparation, Ingredient Handling, Dish Cleaning, Workstation Setup, Basic Cooking","1st time, Experienced",34-48,"Rs. 252,160.00",12 hours,"Accommodation, Food, Medical","male, female",127,43
125,Kitchen Steward,Kuwait,"This is a job for a Kitchen Steward in Kuwait. As a Kitchen Steward, you will be responsible for utensil washing, ensuring efficiency and quality in your role. Your key duties will include storage management, garbage disposal, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Utensil washing, Storage management, Garbage disposal skills and the ability to work in a fast-paced, professional setting. Prior experience in kitchen steward is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Kuwait, this role is for you.","Dishwashing, Food Storage, Kitchen Cleaning, Sanitization, Waste Management",Experienced,40-60,"Rs. 294,271.00",10 hours,"Accommodation, Food, Transport","male, female",59,38
126,Kitchen Steward,Dubai,"This is a job for a Kitchen Steward in Dubai. As a Kitchen Steward, you will be responsible for utensil washing, ensuring efficiency and quality in your role. Your key duties will include storage management, garbage disposal, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Utensil washing, Storage management, Garbage disposal skills and the ability to work in a fast-paced, professional setting. Prior experience in kitchen steward is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Dishwashing, Food Storage, Kitchen Cleaning, Sanitization, Waste Management","1st time, Experienced",36-50,"Rs. 279,619.00",8 hours,"Accommodation, Medical, Meal Allowance","male, female",59,27
127,Machine Operator (Industrial),Qatar,"This is a job for a Machine Operator (Industrial) in Qatar. As a Machine Operator (Industrial), you will be responsible for heavy machinery operation, ensuring efficiency and quality in your role. Your key duties will include safety compliance, routine maintenance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Heavy machinery operation, Safety compliance, Routine maintenance skills and the ability to work in a fast-paced, professional setting. Prior experience in machine operator (industrial) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Qatar, this role is for you.","Machinery Handling, Production Line Supervision, Safety Compliance, Quality Control, Equipment Maintenance",1st time,30-43,"Rs. 216,113.00",8 hours,"Accommodation, Medical",male,23,3
128,Machine Operator (Industrial),Dubai,"This is a job for a Machine Operator (Industrial) in Dubai. As a Machine Operator (Industrial), you will be responsible for heavy machinery operation, ensuring efficiency and quality in your role. Your key duties will include safety compliance, routine maintenance, and other essential tasks, while maintaining high industry standards and workplace safety. You should have strong Heavy machinery operation, Safety compliance, Routine maintenance skills and the ability to work in a fast-paced, professional setting. Prior experience in machine operator (industrial) is preferred but not mandatory. If you are detail-oriented, hardworking, and looking for an opportunity to grow your career in Dubai, this role is for you.","Machinery Handling, Production Line Supervision, Safety Compliance, Quality Control, Equipment Maintenance",Experienced,36-47,"Rs. 227,934.00",12 hours,"Accommodation, Food, Transport",male,61,11
